YEAR,CROP,STATE,DISTRICT,TEHSIL,SIZE_CLASS,area_avail,irr_ar,unirr_ar,total_ar
2001,GROUNDNUT,MAHARASHTRA,RATHNAGIRI,DAPOLI,2,5,0,0,0
2001,JACK FRUITS,MAHARASHTRA,RATHNAGIRI,DAPOLI,0.5,17,0,1,1
2001,JACK FRUITS,MAHARASHTRA,RATHNAGIRI,DAPOLI,1,79,0,15,15
2001,JACK FRUITS,MAHARASHTRA,RATHNAGIRI,DAPOLI,2,346,0,93,93
2001,JACK FRUITS,MAHARASHTRA,RATHNAGIRI,DAPOLI,3,221,0,95,95
2001,JACK FRUITS,MAHARASHTRA,RATHNAGIRI,DAPOLI,4,371,0,192,192
2001,JACK FRUITS,MAHARASHTRA,RATHNAGIRI,DAPOLI,5,259,0,146,146
2001,JACK FRUITS,MAHARASHTRA,RATHNAGIRI,DAPOLI,7.5,315,0,197,197
2001,JACK FRUITS,MAHARASHTRA,RATHNAGIRI,DAPOLI,10,79,0,53,53
2001,JACK FRUITS,MAHARASHTRA,RATHNAGIRI,DAPOLI,20,56,0,46,46
2001,JACK FRUITS,MAHARASHTRA,RATHNAGIRI,DAPOLI,30,21,0,75,75
2001,JOWAR,MAHARASHTRA,RATHNAGIRI,DAPOLI,0.5,33,0,3,3
2001,JOWAR,MAHARASHTRA,RATHNAGIRI,DAPOLI,1,13,0,1,1
2001,JOWAR,MAHARASHTRA,RATHNAGIRI,DAPOLI,2,10,0,0,0
2001,JOWAR,MAHARASHTRA,RATHNAGIRI,DAPOLI,4,14,0,2,2
2001,JOWAR,MAHARASHTRA,RATHNAGIRI,DAPOLI,5,8,0,0,0
2001,JOWAR,MAHARASHTRA,RATHNAGIRI,DAPOLI,7.5,18,0,1,1
2001,JOWAR,MAHARASHTRA,RATHNAGIRI,DAPOLI,10,11,0,1,1
2001,JOWAR,MAHARASHTRA,RATHNAGIRI,DAPOLI,20,10,0,1,1
2001,JOWAR,MAHARASHTRA,RATHNAGIRI,DAPOLI,30,10,0,2,2
2001,LINSEED,MAHARASHTRA,RATHNAGIRI,DAPOLI,2,10,0,3,3
2001,LINSEED,MAHARASHTRA,RATHNAGIRI,DAPOLI,4,7,0,1,1
2001,LINSEED,MAHARASHTRA,RATHNAGIRI,DAPOLI,5,8,0,11,11
2001,LINSEED,MAHARASHTRA,RATHNAGIRI,DAPOLI,7.5,18,0,33,33
2001,LINSEED,MAHARASHTRA,RATHNAGIRI,DAPOLI,10,3,0,2,2
2001,MANGOES,MAHARASHTRA,RATHNAGIRI,DAPOLI,0.5,1381,0,193,193
2001,MANGOES,MAHARASHTRA,RATHNAGIRI,DAPOLI,1,1410,1,409,409
2001,MANGOES,MAHARASHTRA,RATHNAGIRI,DAPOLI,2,2224,0,692,692
2001,MANGOES,MAHARASHTRA,RATHNAGIRI,DAPOLI,3,1603,0,734,734
2001,MANGOES,MAHARASHTRA,RATHNAGIRI,DAPOLI,4,1813,0,1117,1117
2001,MANGOES,MAHARASHTRA,RATHNAGIRI,DAPOLI,5,1460,0,1056,1056
2001,MANGOES,MAHARASHTRA,RATHNAGIRI,DAPOLI,7.5,1309,9,1041,1050
2001,MANGOES,MAHARASHTRA,RATHNAGIRI,DAPOLI,10,388,0,459,459
2001,MANGOES,MAHARASHTRA,RATHNAGIRI,DAPOLI,20,221,0,288,288
2001,MANGOES,MAHARASHTRA,RATHNAGIRI,DAPOLI,30,136,0,284,284
2001,OTHER CEREALS,MAHARASHTRA,RATHNAGIRI,DAPOLI,0.5,28,0,2,2
2001,OTHER CEREALS,MAHARASHTRA,RATHNAGIRI,DAPOLI,1,93,0,18,18
2001,OTHER CEREALS,MAHARASHTRA,RATHNAGIRI,DAPOLI,2,238,0,72,72
2001,OTHER CEREALS,MAHARASHTRA,RATHNAGIRI,DAPOLI,3,246,0,183,183
2001,OTHER CEREALS,MAHARASHTRA,RATHNAGIRI,DAPOLI,4,150,0,54,54
2001,OTHER CEREALS,MAHARASHTRA,RATHNAGIRI,DAPOLI,5,110,0,22,22
2001,OTHER CEREALS,MAHARASHTRA,RATHNAGIRI,DAPOLI,7.5,67,0,27,27
2001,OTHER CEREALS,MAHARASHTRA,RATHNAGIRI,DAPOLI,10,16,0,16,16
2001,OTHER CEREALS,MAHARASHTRA,RATHNAGIRI,DAPOLI,20,18,0,4,4
2001,OTHER CEREALS,MAHARASHTRA,RATHNAGIRI,DAPOLI,30,21,0,56,56
2001,OTHER FODDER CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,0.5,286,1,32,33
2001,OTHER FODDER CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,1,230,0,68,68
2001,OTHER FODDER CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,2,555,1,164,164
2001,OTHER FODDER CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,3,558,0,285,285
2001,OTHER FODDER CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,4,342,0,179,179
2001,OTHER FODDER CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,5,275,0,204,204
2001,OTHER FODDER CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,7.5,220,0,170,170
2001,OTHER FODDER CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,10,71,1,72,73
2001,OTHER FODDER CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,20,43,0,65,65
2001,OTHER FODDER CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,30,21,0,121,121
2001,OTHER FOOD CROP,MAHARASHTRA,RATHNAGIRI,DAPOLI,0.5,17,0,0,0
2001,OTHER FOOD CROP,MAHARASHTRA,RATHNAGIRI,DAPOLI,10,8,0,1,1
2001,OTHER FOOD CROP,MAHARASHTRA,RATHNAGIRI,DAPOLI,20,2,0,1,1
2001,OTHER FRUITS,MAHARASHTRA,RATHNAGIRI,DAPOLI,0.5,6,0,0,0
2001,OTHER FRUITS,MAHARASHTRA,RATHNAGIRI,DAPOLI,7.5,4,0,0,0
2001,OTHER PLANTATION CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,0.5,61,0,8,8
2001,OTHER PLANTATION CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,1,49,0,20,20
2001,OTHER PLANTATION CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,2,55,0,28,28
2001,OTHER PLANTATION CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,3,23,0,28,28
2001,OTHER PLANTATION CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,4,14,0,12,12
2001,OTHER PLANTATION CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,5,24,0,22,22
2001,OTHER PLANTATION CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,7.5,27,0,32,32
2001,OTHER PLANTATION CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,10,11,0,20,20
2001,OTHER PLANTATION CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,20,3,0,20,20
2001,OTHER SUGAR CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,0.5,11,0,1,1
2001,OTHER SUGAR CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,1,49,0,14,14
2001,OTHER SUGAR CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,2,35,0,11,11
2001,OTHER SUGAR CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,3,35,0,12,12
2001,OTHER SUGAR CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,4,57,0,31,31
2001,OTHER SUGAR CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,5,16,0,15,15
2001,OTHER SUGAR CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,7.5,13,5,9,14
2001,OTHER SUGAR CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,10,3,0,4,4
2001,OTHER VEGETABLES,MAHARASHTRA,RATHNAGIRI,DAPOLI,0.5,6,0,0,0
2001,OTHER VEGETABLES,MAHARASHTRA,RATHNAGIRI,DAPOLI,1,13,0,1,1
2001,OTHER VEGETABLES,MAHARASHTRA,RATHNAGIRI,DAPOLI,2,5,0,0,0
2001,OTHER VEGETABLES,MAHARASHTRA,RATHNAGIRI,DAPOLI,3,4,0,0,0
2001,OTHER VEGETABLES,MAHARASHTRA,RATHNAGIRI,DAPOLI,4,7,0,1,1
2001,OTHER VEGETABLES,MAHARASHTRA,RATHNAGIRI,DAPOLI,7.5,4,0,1,1
2001,PADDY,MAHARASHTRA,RATHNAGIRI,DAPOLI,0.5,9669,0,1254,1254
2001,PADDY,MAHARASHTRA,RATHNAGIRI,DAPOLI,1,4453,1,1426,1427
2001,PADDY,MAHARASHTRA,RATHNAGIRI,DAPOLI,2,6549,1,1896,1897
2001,PADDY,MAHARASHTRA,RATHNAGIRI,DAPOLI,3,3586,0,1610,1610
2001,PADDY,MAHARASHTRA,RATHNAGIRI,DAPOLI,4,3548,0,1912,1912
2001,PADDY,MAHARASHTRA,RATHNAGIRI,DAPOLI,5,2164,0,1318,1318
2001,PADDY,MAHARASHTRA,RATHNAGIRI,DAPOLI,7.5,1981,0,1356,1356
2001,PADDY,MAHARASHTRA,RATHNAGIRI,DAPOLI,10,575,0,445,445
2001,PADDY,MAHARASHTRA,RATHNAGIRI,DAPOLI,20,304,0,284,284
2001,PADDY,MAHARASHTRA,RATHNAGIRI,DAPOLI,30,198,0,1381,1381
2001,PAPAYA,MAHARASHTRA,RATHNAGIRI,DAPOLI,2,5,0,1,1
2001,PAPAYA,MAHARASHTRA,RATHNAGIRI,DAPOLI,3,4,0,0,0
2001,PEPPER (BLACK),MAHARASHTRA,RATHNAGIRI,DAPOLI,0.5,39,0,5,5
2001,PEPPER (BLACK),MAHARASHTRA,RATHNAGIRI,DAPOLI,1,13,0,3,3
2001,PEPPER (BLACK),MAHARASHTRA,RATHNAGIRI,DAPOLI,2,5,0,0,0
2001,PEPPER (BLACK),MAHARASHTRA,RATHNAGIRI,DAPOLI,4,14,0,11,11
2001,PEPPER (BLACK),MAHARASHTRA,RATHNAGIRI,DAPOLI,5,8,0,7,7
2001,PEPPER (BLACK),MAHARASHTRA,RATHNAGIRI,DAPOLI,7.5,9,0,12,12
2001,PEPPER (BLACK),MAHARASHTRA,RATHNAGIRI,DAPOLI,30,10,0,1,1
2001,RAGI,MAHARASHTRA,RATHNAGIRI,DAPOLI,0.5,2111,0,221,221
2001,RAGI,MAHARASHTRA,RATHNAGIRI,DAPOLI,1,1476,0,303,303
2001,RAGI,MAHARASHTRA,RATHNAGIRI,DAPOLI,2,2342,0,429,429
2001,RAGI,MAHARASHTRA,RATHNAGIRI,DAPOLI,3,1299,0,311,311
2001,RAGI,MAHARASHTRA,RATHNAGIRI,DAPOLI,4,1342,0,385,385
2001,RAGI,MAHARASHTRA,RATHNAGIRI,DAPOLI,5,871,0,379,379
2001,RAGI,MAHARASHTRA,RATHNAGIRI,DAPOLI,7.5,832,0,333,333
2001,RAGI,MAHARASHTRA,RATHNAGIRI,DAPOLI,10,225,0,95,95
2001,RAGI,MAHARASHTRA,RATHNAGIRI,DAPOLI,20,149,0,110,110
2001,RAGI,MAHARASHTRA,RATHNAGIRI,DAPOLI,30,52,0,107,107
2001,SESAMUM (TIL),MAHARASHTRA,RATHNAGIRI,DAPOLI,0.5,83,0,6,6
2001,SESAMUM (TIL),MAHARASHTRA,RATHNAGIRI,DAPOLI,1,62,0,11,11
2001,SESAMUM (TIL),MAHARASHTRA,RATHNAGIRI,DAPOLI,2,155,0,26,26
2001,SESAMUM (TIL),MAHARASHTRA,RATHNAGIRI,DAPOLI,3,81,0,20,20
2001,SESAMUM (TIL),MAHARASHTRA,RATHNAGIRI,DAPOLI,4,86,0,19,19
2001,SESAMUM (TIL),MAHARASHTRA,RATHNAGIRI,DAPOLI,5,63,0,29,29
2001,SESAMUM (TIL),MAHARASHTRA,RATHNAGIRI,DAPOLI,7.5,81,0,31,31
2001,SESAMUM (TIL),MAHARASHTRA,RATHNAGIRI,DAPOLI,10,30,0,42,42
2001,SESAMUM (TIL),MAHARASHTRA,RATHNAGIRI,DAPOLI,20,23,0,20,20
2001,SESAMUM (TIL),MAHARASHTRA,RATHNAGIRI,DAPOLI,30,21,0,1,1
2001,SMALL MILLETS,MAHARASHTRA,RATHNAGIRI,DAPOLI,20,2,0,1,1
2001,SOYABEAN,MAHARASHTRA,RATHNAGIRI,DAPOLI,0.5,11,0,0,0
2001,SOYABEAN,MAHARASHTRA,RATHNAGIRI,DAPOLI,4,7,0,2,2
2001,SUNFLOWER,MAHARASHTRA,RATHNAGIRI,DAPOLI,0.5,17,0,1,1
2001,SUNFLOWER,MAHARASHTRA,RATHNAGIRI,DAPOLI,1,4,1,0,1
2001,SUNFLOWER,MAHARASHTRA,RATHNAGIRI,DAPOLI,3,4,0,1,1
2001,SUNFLOWER,MAHARASHTRA,RATHNAGIRI,DAPOLI,7.5,9,0,0,1
2001,TOTAL FOOD CROP,MAHARASHTRA,RATHNAGIRI,DAPOLI,0.5,12097,18,1841,1858
2001,TOTAL FOOD CROP,MAHARASHTRA,RATHNAGIRI,DAPOLI,1,5365,12,2462,2474
2001,TOTAL FOOD CROP,MAHARASHTRA,RATHNAGIRI,DAPOLI,2,7265,8,3817,3825
2001,TOTAL FOOD CROP,MAHARASHTRA,RATHNAGIRI,DAPOLI,3,3779,2,3423,3425
2001,TOTAL FOOD CROP,MAHARASHTRA,RATHNAGIRI,DAPOLI,4,3876,7,4514,4520
2001,TOTAL FOOD CROP,MAHARASHTRA,RATHNAGIRI,DAPOLI,5,2360,4,3607,3611
2001,TOTAL FOOD CROP,MAHARASHTRA,RATHNAGIRI,DAPOLI,7.5,2156,15,3713,3728
2001,TOTAL FOOD CROP,MAHARASHTRA,RATHNAGIRI,DAPOLI,10,605,1,1311,1312
2001,TOTAL FOOD CROP,MAHARASHTRA,RATHNAGIRI,DAPOLI,20,310,3,907,909
2001,TOTAL FOOD CROP,MAHARASHTRA,RATHNAGIRI,DAPOLI,30,208,0,2343,2343
2001,TOTAL FOODGRAINS,MAHARASHTRA,RATHNAGIRI,DAPOLI,0.5,10580,1,1484,1485
2001,TOTAL FOODGRAINS,MAHARASHTRA,RATHNAGIRI,DAPOLI,1,4781,1,1750,1751
2001,TOTAL FOODGRAINS,MAHARASHTRA,RATHNAGIRI,DAPOLI,2,6719,1,2421,2422
2001,TOTAL FOODGRAINS,MAHARASHTRA,RATHNAGIRI,DAPOLI,3,3667,0,2109,2109
2001,TOTAL FOODGRAINS,MAHARASHTRA,RATHNAGIRI,DAPOLI,4,3648,0,2368,2368
2001,TOTAL FOODGRAINS,MAHARASHTRA,RATHNAGIRI,DAPOLI,5,2203,0,1723,1723
2001,TOTAL FOODGRAINS,MAHARASHTRA,RATHNAGIRI,DAPOLI,7.5,2021,0,1744,1744
2001,TOTAL FOODGRAINS,MAHARASHTRA,RATHNAGIRI,DAPOLI,10,581,0,578,578
2001,TOTAL FOODGRAINS,MAHARASHTRA,RATHNAGIRI,DAPOLI,20,305,0,409,409
2001,TOTAL FOODGRAINS,MAHARASHTRA,RATHNAGIRI,DAPOLI,30,198,0,1546,1546
2001,TOTAL FRUITS,MAHARASHTRA,RATHNAGIRI,DAPOLI,0.5,2248,0,330,330
2001,TOTAL FRUITS,MAHARASHTRA,RATHNAGIRI,DAPOLI,1,2081,1,681,681
2001,TOTAL FRUITS,MAHARASHTRA,RATHNAGIRI,DAPOLI,2,3624,4,1356,1360
2001,TOTAL FRUITS,MAHARASHTRA,RATHNAGIRI,DAPOLI,3,2414,1,1280,1280
2001,TOTAL FRUITS,MAHARASHTRA,RATHNAGIRI,DAPOLI,4,2447,0,2025,2025
2001,TOTAL FRUITS,MAHARASHTRA,RATHNAGIRI,DAPOLI,5,1712,0,1784,1784
2001,TOTAL FRUITS,MAHARASHTRA,RATHNAGIRI,DAPOLI,7.5,1660,9,1882,1892
2001,TOTAL FRUITS,MAHARASHTRA,RATHNAGIRI,DAPOLI,10,437,0,703,703
2001,TOTAL FRUITS,MAHARASHTRA,RATHNAGIRI,DAPOLI,20,259,0,489,489
2001,TOTAL FRUITS,MAHARASHTRA,RATHNAGIRI,DAPOLI,30,157,0,796,796
2001,TOTAL NON-FOOD CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,0.5,1395,14,82,95
2001,TOTAL NON-FOOD CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,1,490,4,126,130
2001,TOTAL NON-FOOD CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,2,881,3,242,245
2001,TOTAL NON-FOOD CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,3,775,2,363,365
2001,TOTAL NON-FOOD CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,4,599,1,305,306
2001,TOTAL NON-FOOD CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,5,455,3,349,353
2001,TOTAL NON-FOOD CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,7.5,499,2,385,388
2001,TOTAL NON-FOOD CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,10,136,1,175,176
2001,TOTAL NON-FOOD CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,20,108,2,158,160
2001,TOTAL NON-FOOD CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,30,63,0,132,132
2001,TOTAL OILSEEDS,MAHARASHTRA,RATHNAGIRI,DAPOLI,0.5,1070,12,42,54
2001,TOTAL OILSEEDS,MAHARASHTRA,RATHNAGIRI,DAPOLI,1,225,4,38,42
2001,TOTAL OILSEEDS,MAHARASHTRA,RATHNAGIRI,DAPOLI,2,351,3,50,53
2001,TOTAL OILSEEDS,MAHARASHTRA,RATHNAGIRI,DAPOLI,3,213,2,49,51
2001,TOTAL OILSEEDS,MAHARASHTRA,RATHNAGIRI,DAPOLI,4,278,1,114,115
2001,TOTAL OILSEEDS,MAHARASHTRA,RATHNAGIRI,DAPOLI,5,243,3,123,127
2001,TOTAL OILSEEDS,MAHARASHTRA,RATHNAGIRI,DAPOLI,7.5,288,2,183,186
2001,TOTAL OILSEEDS,MAHARASHTRA,RATHNAGIRI,DAPOLI,10,79,0,83,83
2001,TOTAL OILSEEDS,MAHARASHTRA,RATHNAGIRI,DAPOLI,20,73,2,73,74
2001,TOTAL OILSEEDS,MAHARASHTRA,RATHNAGIRI,DAPOLI,30,42,0,11,11
2001,TOTAL OTHER FOOD CROP,MAHARASHTRA,RATHNAGIRI,DAPOLI,0.5,17,0,0,0
2001,TOTAL OTHER FOOD CROP,MAHARASHTRA,RATHNAGIRI,DAPOLI,10,8,0,1,1
2001,TOTAL OTHER FOOD CROP,MAHARASHTRA,RATHNAGIRI,DAPOLI,20,2,0,1,1
2001,TOTAL PLANTATION CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,0.5,61,0,8,8
2001,TOTAL PLANTATION CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,1,49,0,20,20
2001,TOTAL PLANTATION CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,2,55,0,28,28
2001,TOTAL PLANTATION CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,3,23,0,28,28
2001,TOTAL PLANTATION CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,4,14,0,12,12
2001,TOTAL PLANTATION CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,5,24,0,22,22
2001,TOTAL PLANTATION CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,7.5,27,0,32,32
2001,TOTAL PLANTATION CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,10,11,0,20,20
2001,TOTAL PLANTATION CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,20,3,0,20,20
2001,TOTAL PULSES,MAHARASHTRA,RATHNAGIRI,DAPOLI,0.5,28,0,3,3
2001,TOTAL PULSES,MAHARASHTRA,RATHNAGIRI,DAPOLI,1,31,0,4,4
2001,TOTAL PULSES,MAHARASHTRA,RATHNAGIRI,DAPOLI,2,30,0,10,10
2001,TOTAL PULSES,MAHARASHTRA,RATHNAGIRI,DAPOLI,3,19,0,2,2
2001,TOTAL PULSES,MAHARASHTRA,RATHNAGIRI,DAPOLI,4,21,0,8,8
2001,TOTAL PULSES,MAHARASHTRA,RATHNAGIRI,DAPOLI,5,16,0,4,4
2001,TOTAL PULSES,MAHARASHTRA,RATHNAGIRI,DAPOLI,7.5,9,0,17,17
2001,TOTAL PULSES,MAHARASHTRA,RATHNAGIRI,DAPOLI,10,8,0,20,20
2001,TOTAL PULSES,MAHARASHTRA,RATHNAGIRI,DAPOLI,20,7,0,9,9
2001,TOTAL SPICES & CONDIMENTS,MAHARASHTRA,RATHNAGIRI,DAPOLI,0.5,627,17,25,42
2001,TOTAL SPICES & CONDIMENTS,MAHARASHTRA,RATHNAGIRI,DAPOLI,1,155,10,16,26
2001,TOTAL SPICES & CONDIMENTS,MAHARASHTRA,RATHNAGIRI,DAPOLI,2,165,3,29,32
2001,TOTAL SPICES & CONDIMENTS,MAHARASHTRA,RATHNAGIRI,DAPOLI,3,112,2,21,23
2001,TOTAL SPICES & CONDIMENTS,MAHARASHTRA,RATHNAGIRI,DAPOLI,4,207,7,89,96
2001,TOTAL SPICES & CONDIMENTS,MAHARASHTRA,RATHNAGIRI,DAPOLI,5,157,4,85,89
2001,TOTAL SPICES & CONDIMENTS,MAHARASHTRA,RATHNAGIRI,DAPOLI,7.5,108,1,76,77
2001,TOTAL SPICES & CONDIMENTS,MAHARASHTRA,RATHNAGIRI,DAPOLI,10,49,1,25,26
2001,TOTAL SPICES & CONDIMENTS,MAHARASHTRA,RATHNAGIRI,DAPOLI,20,23,3,7,10
2001,TOTAL SPICES & CONDIMENTS,MAHARASHTRA,RATHNAGIRI,DAPOLI,30,21,0,1,1
2001,TOTAL SUGAR CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,0.5,11,0,1,1
2001,TOTAL SUGAR CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,1,49,0,14,14
2001,TOTAL SUGAR CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,2,35,0,11,11
2001,TOTAL SUGAR CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,3,35,0,12,12
2001,TOTAL SUGAR CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,4,57,0,31,31
2001,TOTAL SUGAR CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,5,16,0,15,15
2001,TOTAL SUGAR CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,7.5,13,5,9,14
2001,TOTAL SUGAR CROPS,MAHARASHTRA,RATHNAGIRI,DAPOLI,10,3,0,4,4
2001,URAD,MAHARASHTRA,RATHNAGIRI,DAPOLI,0.5,22,0,3,3
2001,URAD,MAHARASHTRA,RATHNAGIRI,DAPOLI,1,31,0,4,4
2001,URAD,MAHARASHTRA,RATHNAGIRI,DAPOLI,2,30,0,10,10
2001,URAD,MAHARASHTRA,RATHNAGIRI,DAPOLI,3,19,0,2,2
2001,URAD,MAHARASHTRA,RATHNAGIRI,DAPOLI,4,21,0,8,8
2001,URAD,MAHARASHTRA,RATHNAGIRI,DAPOLI,5,16,0,4,4
2001,URAD,MAHARASHTRA,RATHNAGIRI,DAPOLI,7.5,9,0,17,17
2001,URAD,MAHARASHTRA,RATHNAGIRI,DAPOLI,10,8,0,20,20
2001,URAD,MAHARASHTRA,RATHNAGIRI,DAPOLI,20,7,0,9,9
2001,WHEAT,MAHARASHTRA,RATHNAGIRI,DAPOLI,0.5,33,0,2,2
2001,WHEAT,MAHARASHTRA,RATHNAGIRI,DAPOLI,2,30,0,13,13
2001,WHEAT,MAHARASHTRA,RATHNAGIRI,DAPOLI,3,4,0,1,1
2001,WHEAT,MAHARASHTRA,RATHNAGIRI,DAPOLI,4,7,0,7,7
2001,WHEAT,MAHARASHTRA,RATHNAGIRI,DAPOLI,7.5,9,0,10,10
2001,WHEAT,MAHARASHTRA,RATHNAGIRI,DAPOLI,20,2,0,1,1
2011,ALL VEGETABLES,MAHARASHTRA,RATHNAGIRI,DAPOLI,0.5,1694,341,0,341
2011,ALL VEGETABLES,MAHARASHTRA,RATHNAGIRI,DAPOLI,1,645,455,0,455
2011,ALL VEGETABLES,MAHARASHTRA,RATHNAGIRI,DAPOLI,2,620,859,0,859
2011,ALL VEGETABLES,MAHARASHTRA,RATHNAGIRI,DAPOLI,3,244,604,0,604
2011,ALL VEGETABLES,MAHARASHTRA,RATHNAGIRI,DAPOLI,4,121,409,0,409
2011,ALL VEGETABLES,MAHARASHTRA,RATHNAGIRI,DAPOLI,5,61,270,0,270
2011,ALL VEGETABLES,MAHARASHTRA,RATHNAGIRI,DAPOLI,7.5,108,659,0,659
2011,ALL VEGETABLES,MAHARASHTRA,RATHNAGIRI,DAPOLI,10,31,282,0,282
2011,ALL VEGETABLES,MAHARASHTRA,RATHNAGIRI,DAPOLI,20,14,180,0,180
2011,BAJRA,MAHARASHTRA,RATHNAGIRI,DAPOLI,0.5,5,0,0,0
2011,BANANA,MAHARASHTRA,RATHNAGIRI,DAPOLI,0.5,3064,702,0,702
2011,BANANA,MAHARASHTRA,RATHNAGIRI,DAPOLI,1,1405,992,0,992
2011,BANANA,MAHARASHTRA,RATHNAGIRI,DAPOLI,2,1009,1426,0,1426
2011,BANANA,MAHARASHTRA,RATHNAGIRI,DAPOLI,3,499,1223,0,1223
2011,BANANA,MAHARASHTRA,RATHNAGIRI,DAPOLI,4,243,821,0,821
2011,BANANA,MAHARASHTRA,RATHNAGIRI,DAPOLI,5,129,566,0,566
2011,BANANA,MAHARASHTRA,RATHNAGIRI,DAPOLI,7.5,197,1183,0,1183
2011,BANANA,MAHARASHTRA,RATHNAGIRI,DAPOLI,10,63,535,0,535
2011,BANANA,MAHARASHTRA,RATHNAGIRI,DAPOLI,20,39,461,0,461
2011,BEETLVINE,MAHARASHTRA,RATHNAGIRI,DAPOLI,0.5,9,0,2,2
2011,BEETLVINE,MAHARASHTRA,RATHNAGIRI,DAPOLI,3,5,0,12,12
2011,BETELNUTS (ARECANUTS),MAHARASHTRA,RATHNAGIRI,DAPOLI,0.5,109,7,8,16
2011,BETELNUTS (ARECANUTS),MAHARASHTRA,RATHNAGIRI,DAPOLI,1,25,10,0,10
2011,BETELNUTS (ARECANUTS),MAHARASHTRA,RATHNAGIRI,DAPOLI,2,10,1,6,7
2011,BETELNUTS (ARECANUTS),MAHARASHTRA,RATHNAGIRI,DAPOLI,3,16,2,4,6
2011,BETELNUTS (ARECANUTS),MAHARASHTRA,RATHNAGIRI,DAPOLI,4,17,1,11,12
2011,BETELNUTS (ARECANUTS),MAHARASHTRA,RATHNAGIRI,DAPOLI,5,5,2,0,2
2011,CASHEWNUTS,MAHARASHTRA,RATHNAGIRI,DAPOLI,0.5,7063,350,843,1193
2011,CASHEWNUTS,MAHARASHTRA,RATHNAGIRI,DAPOLI,1,1444,419,399,818
2011,CASHEWNUTS,MAHARASHTRA,RATHNAGIRI,DAPOLI,2,922,962,192,1154
2011,CASHEWNUTS,MAHARASHTRA,RATHNAGIRI,DAPOLI,3,407,767,88,855
2011,CASHEWNUTS,MAHARASHTRA,RATHNAGIRI,DAPOLI,4,175,518,45,563
2011,CASHEWNUTS,MAHARASHTRA,RATHNAGIRI,DAPOLI,5,110,431,23,453
2011,CASHEWNUTS,MAHARASHTRA,RATHNAGIRI,DAPOLI,7.5,189,1051,79,1130
2011,CASHEWNUTS,MAHARASHTRA,RATHNAGIRI,DAPOLI,10,59,406,57,463
2011,CASHEWNUTS,MAHARASHTRA,RATHNAGIRI,DAPOLI,20,90,1169,112,1281
